canonical_UniProtAC	condensate_id	condensate_name	condensate_type
P32119	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O95970	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9Y3F4	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9Y6M1	232F8A39	P-body	biomolecular
P52306	232F8A39	P-body	biomolecular
Q8WZ42	232F8A39	P-body	biomolecular
Q5JW30	232F8A39	P-body	biomolecular
Q56UN5	232F8A39	P-body	biomolecular
P19338	232F8A39	P-body	biomolecular
Q9NR46	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q09666	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P78352	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q15366	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P11940	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P14923	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O00560	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O75335	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9Y277	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9UEY8	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9NZN3	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P36957	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9H425	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q15811	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q8TF44	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P16298	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P0CG48	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P10586	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P48444	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9BRQ6	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9NX63	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P05023	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P54920	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P46940	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P27361	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q5VSY0	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P17661	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q96F07	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q92499	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P48169	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q8TF21	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q96JB5	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q86Y82	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9NQC3	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9BTV5	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P13929	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O75781	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P61163	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O94826	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q8IXI1	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9GZN7	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q86UU1	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q8N6H7	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P84074	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P27708	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9BTW9	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P26196	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P62906	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q00535	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O94875	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O96000	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P27338	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q7Z3B1	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O15394	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P07384	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q6DN90	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q15691	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q07002	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P54750	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q8WWZ3	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9Y3L3	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P21926	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q13045	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9Y2G0	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P55735	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9P253	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O14964	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9H269	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q99418	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9UNH7	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O00499	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P36915	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P40939	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q86VP6	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O14980	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P36873	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q8WVM8	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9UBC2	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P25686	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q96EY1	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P09622	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P63167	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P37837	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P60174	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P21579	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q6ZMI0	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q96Q89	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9Y3C6	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9H1K4	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P35052	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O00571	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P02675	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P09543	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q96ID5	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O14976	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q92859	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q07866	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
A4D1P6	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P49448	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P07951	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P07954	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P34897	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9UDT6	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P08670	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q7L0J3	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O00203	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P50993	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9H9A6	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q14894	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q8IXI2	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O76024	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O14936	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O75828	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P62136	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P63104	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P31939	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q02750	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P27348	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q15334	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O14994	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P62917	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P00338	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P22695	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q92526	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9H0Q0	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P19404	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O43301	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P39019	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q27J81	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P11586	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P51149	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P29692	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9UPY8	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9UQ16	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P49418	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P49407	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q92896	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O14874	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q96PV0	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q8IYI6	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9NZJ7	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9UHD8	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P54578	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O94874	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P42658	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P11274	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q14344	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q92597	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q8N766	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9ULP9	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P08754	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9BQ69	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P31323	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q14789	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q96HY6	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q8N111	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q00341	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P11678	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9GZV7	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9P2R7	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q7L2E3	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q14C86	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P78559	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P59768	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O60493	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q12768	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9UL54	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P04792	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q99962	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q15818	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q16718	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P12931	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O95670	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P07814	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q16570	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O95219	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q6PCB7	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O75964	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P45974	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q15365	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9ULU8	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P10644	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q05586	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q99720	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O15075	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9Y2H1	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9BVA1	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P08865	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q12860	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P48735	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P05091	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P08758	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9UPY6	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9Y2J8	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9UID3	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q96AX1	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9Y490	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P61978	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q13464	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O15083	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P80723	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P14649	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P56385	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9HCM3	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q03001	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P13861	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9H479	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q16643	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q7Z2K8	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P06733	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q00169	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
A0A0B4J269	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P50990	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P05198	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q00059	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9Y639	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q00325	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P21397	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9H8M1	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9NZM3	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q12959	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q99747	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O94766	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9GZY8	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9P2P5	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O60299	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q96TC7	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9UI12	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q14195	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O60488	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O75190	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P00505	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q02978	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9H0B6	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P25098	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q12765	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P26232	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q5T2T1	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O43426	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9UQ03	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P53007	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P46782	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P42858	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9UJZ1	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q8NEU8	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P31948	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q96P26	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9UL25	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O14974	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P25705	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P05129	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q08495	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q5M775	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9UBS5	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9Y4C0	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
A0MZ66	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O00160	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P51648	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q96AG3	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q03252	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P45880	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q969P0	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P60953	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q04837	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O15228	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9NSD9	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q14764	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q96QR8	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P42263	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P09936	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P61421	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P29401	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q8IWT6	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q8N9R8	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q13424	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q07157	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q5T848	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9NRY4	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O75477	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q15436	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q5JPE7	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q02952	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q14982	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P05771	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9H3Q1	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P10636	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q92930	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P48058	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q6ZVL6	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9P265	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q16698	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q8WXG6	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9Y2J0	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P23634	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P99999	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q99733	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P23258	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O95837	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9UI08	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O15400	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P30085	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9NRH3	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P17066	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9UNZ2	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q12931	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O00291	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q765P7	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P47736	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9UI15	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P23468	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q15700	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q16512	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q99536	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9Y2H0	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9P0V9	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q5TF21	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q13554	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P13639	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O00214	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q02252	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P35612	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9UPW8	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9Y6T7	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P11498	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P08240	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P62191	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q02641	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q8WXF7	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P17858	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q96IX5	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O00186	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9H492	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q96CW1	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P26373	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q13557	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9Y4D1	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q8ND76	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P08631	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P02747	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O14594	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q12965	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q96QK1	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O95466	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P21796	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9HCH3	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O43295	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q99623	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9P1Z2	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9H7D0	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q99946	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P51452	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O00330	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q02246	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O15484	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O60658	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9H4G4	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
