canonical_UniProtAC	condensate_id	condensate_name	condensate_type
Q9Y6W3	B5B9A610	PML body	biomolecular
O95817	B5B9A610	PML body	biomolecular
P51858	B5B9A610	PML body	biomolecular
Q13435	B5B9A610	PML body	biomolecular
Q8NFC6	B5B9A610	PML body	biomolecular
Q93008	B5B9A610	PML body	biomolecular
Q9H8H0	B5B9A610	PML body	biomolecular
C9J0K6	B5B9A610	PML body	biomolecular
O94992	B5B9A610	PML body	biomolecular
X6RLT1	B5B9A610	PML body	biomolecular
Q96GX5	B5B9A610	PML body	biomolecular
E9PRF4	B5B9A610	PML body	biomolecular
O00505	B5B9A610	PML body	biomolecular
J3KN16	B5B9A610	PML body	biomolecular
Q5VU11	B5B9A610	PML body	biomolecular
P46063	B5B9A610	PML body	biomolecular
O75459	B5B9A610	PML body	biomolecular
P62269	B5B9A610	PML body	biomolecular
A0A0A0MSU3	B5B9A610	PML body	biomolecular
A0A087X271	B5B9A610	PML body	biomolecular
O43809	B5B9A610	PML body	biomolecular
P09972	B5B9A610	PML body	biomolecular
Q92620	B5B9A610	PML body	biomolecular
Q9NZB2	B5B9A610	PML body	biomolecular
Q96RL1	B5B9A610	PML body	biomolecular
A0A0C4DFX9	B5B9A610	PML body	biomolecular
Q13769	B5B9A610	PML body	biomolecular
P40121	B5B9A610	PML body	biomolecular
E7EX40	B5B9A610	PML body	biomolecular
Q9H0L4	B5B9A610	PML body	biomolecular
P54136	B5B9A610	PML body	biomolecular
E7EQ12	B5B9A610	PML body	biomolecular
H0Y564	B5B9A610	PML body	biomolecular
A0A087WZ13	B5B9A610	PML body	biomolecular
Q15269	B5B9A610	PML body	biomolecular
Q8WTT2	B5B9A610	PML body	biomolecular
P08574	B5B9A610	PML body	biomolecular
Q9H2U1	B5B9A610	PML body	biomolecular
P53618	B5B9A610	PML body	biomolecular
A0A087WXK2	B5B9A610	PML body	biomolecular
A0A087WWU8	B5B9A610	PML body	biomolecular
Q15910	AA62C26E	ORC1 bodies	infectious
Q8TD17	B5B9A610	PML body	biomolecular
P14859	A0DCDA94	DNA damage foci	biomolecular
O43313	A0DCDA94	DNA damage foci	biomolecular
Q96CX2	DEE660B4	Stress granule	biomolecular
O76003	DEE660B4	Stress granule	biomolecular
Q92900	DEE660B4	Stress granule	biomolecular
Q8N1F7	D6A53B8E	Nuclear pore complex	biomolecular
Q504Q3	DEE660B4	Stress granule	biomolecular
O95985	DEE660B4	Stress granule	biomolecular
M0R3F6	DEE660B4	Stress granule	biomolecular
Q9NZT1	DEE660B4	Stress granule	biomolecular
E9PNH7	DEE660B4	Stress granule	biomolecular
Q99567	DEE660B4	Stress granule	biomolecular
Q8IXT5	DEE660B4	Stress granule	biomolecular
P81605	DEE660B4	Stress granule	biomolecular
O00571	DEE660B4	Stress granule	biomolecular
Q13642	DEE660B4	Stress granule	biomolecular
Q00613	DEE660B4	Stress granule	biomolecular
O75593	DEE660B4	Stress granule	biomolecular
P03950	DEE660B4	Stress granule	biomolecular
P05198	DEE660B4	Stress granule	biomolecular
P30154	DEE660B4	Stress granule	biomolecular
C9JLW8	DEE660B4	Stress granule	biomolecular
P17096	DEE660B4	Stress granule	biomolecular
Q14151	DEE660B4	Stress granule	biomolecular
Q9ULM3	DEE660B4	Stress granule	biomolecular
O15523	DEE660B4	Stress granule	biomolecular
Q8N684	DEE660B4	Stress granule	biomolecular
A1KZ92	DEE660B4	Stress granule	biomolecular
O43390	DEE660B4	Stress granule	biomolecular
O75420	DEE660B4	Stress granule	biomolecular
Q15436	DEE660B4	Stress granule	biomolecular
Q02952	DEE660B4	Stress granule	biomolecular
O15116	DEE660B4	Stress granule	biomolecular
Q96BH1	DEE660B4	Stress granule	biomolecular
Q3MHD2	DEE660B4	Stress granule	biomolecular
Q562R1	DEE660B4	Stress granule	biomolecular
P62910	DEE660B4	Stress granule	biomolecular
Q93062	DEE660B4	Stress granule	biomolecular
P33993	DEE660B4	Stress granule	biomolecular
Q96AE4	DEE660B4	Stress granule	biomolecular
Q9BPY8	DEE660B4	Stress granule	biomolecular
P12955	DEE660B4	Stress granule	biomolecular
P45983	DEE660B4	Stress granule	biomolecular
P06241	DEE660B4	Stress granule	biomolecular
Q8IWR0	DEE660B4	Stress granule	biomolecular
Q13509	DEE660B4	Stress granule	biomolecular
Q9Y266	DEE660B4	Stress granule	biomolecular
A9QM74	DEE660B4	Stress granule	biomolecular
O75348	DEE660B4	Stress granule	biomolecular
Q8WWM7	DEE660B4	Stress granule	biomolecular
Q5TZA2	DEE660B4	Stress granule	biomolecular
Q5W0B1	DEE660B4	Stress granule	biomolecular
P20226	DEE660B4	Stress granule	biomolecular
Q9BYK8	DEE660B4	Stress granule	biomolecular
E7EMC6	DEE660B4	Stress granule	biomolecular
Q6P1Q9	DEE660B4	Stress granule	biomolecular
Q96EP5	DEE660B4	Stress granule	biomolecular
Q9UNW9	DEE660B4	Stress granule	biomolecular
P07900	DEE660B4	Stress granule	biomolecular
Q12972	DEE660B4	Stress granule	biomolecular
P30101	DEE660B4	Stress granule	biomolecular
Q9BY44	DEE660B4	Stress granule	biomolecular
Q8NC51	DEE660B4	Stress granule	biomolecular
P01116	DEE660B4	Stress granule	biomolecular
Q15633	DEE660B4	Stress granule	biomolecular
P52272	DEE660B4	Stress granule	biomolecular
Q702N8	DEE660B4	Stress granule	biomolecular
Q9UBQ5	DEE660B4	Stress granule	biomolecular
P07237	DEE660B4	Stress granule	biomolecular
Q5T481	DEE660B4	Stress granule	biomolecular
P31689	DEE660B4	Stress granule	biomolecular
O75880	DEE660B4	Stress granule	biomolecular
Q6IS14	DEE660B4	Stress granule	biomolecular
P20592	D6A53B8E	Nuclear pore complex	biomolecular
Q8IX01	DEE660B4	Stress granule	biomolecular
Q15654	DEE660B4	Stress granule	biomolecular
Q16740	DEE660B4	Stress granule	biomolecular
Q92904	DEE660B4	Stress granule	biomolecular
J3QLL0	DEE660B4	Stress granule	biomolecular
Q14240	DEE660B4	Stress granule	biomolecular
Q86W56	DEE660B4	Stress granule	biomolecular
O60306	DEE660B4	Stress granule	biomolecular
Q12802	DEE660B4	Stress granule	biomolecular
O43379	DEE660B4	Stress granule	biomolecular
P15924	DEE660B4	Stress granule	biomolecular
P78527	DEE660B4	Stress granule	biomolecular
Q06787	DEE660B4	Stress granule	biomolecular
Q8IY81	DEE660B4	Stress granule	biomolecular
Q15185	DEE660B4	Stress granule	biomolecular
P42694	DEE660B4	Stress granule	biomolecular
Q00839	DEE660B4	Stress granule	biomolecular
Q9Y3B9	DEE660B4	Stress granule	biomolecular
H0YEH2	DEE660B4	Stress granule	biomolecular
Q96C10	DEE660B4	Stress granule	biomolecular
F5GY37	DEE660B4	Stress granule	biomolecular
P07910	DEE660B4	Stress granule	biomolecular
Q5JW30	DEE660B4	Stress granule	biomolecular
Q96HS1	DEE660B4	Stress granule	biomolecular
Q15032	DEE660B4	Stress granule	biomolecular
P49411	DEE660B4	Stress granule	biomolecular
Q00796	DEE660B4	Stress granule	biomolecular
P57723	DEE660B4	Stress granule	biomolecular
O15131	DEE660B4	Stress granule	biomolecular
Q9NPI2	DEE660B4	Stress granule	biomolecular
P41214	DEE660B4	Stress granule	biomolecular
P61221	DEE660B4	Stress granule	biomolecular
O43583	DEE660B4	Stress granule	biomolecular
Q9ULC4	DEE660B4	Stress granule	biomolecular
Q9HAV4	DEE660B4	Stress granule	biomolecular
Q9GZR7	DEE660B4	Stress granule	biomolecular
Q9NUL7	DEE660B4	Stress granule	biomolecular
Q9H5Z1	DEE660B4	Stress granule	biomolecular
O43707	DEE660B4	Stress granule	biomolecular
Q86VP6	DEE660B4	Stress granule	biomolecular
P14868	DEE660B4	Stress granule	biomolecular
Q86UX7	DEE660B4	Stress granule	biomolecular
P04908	DEE660B4	Stress granule	biomolecular
P06899	DEE660B4	Stress granule	biomolecular
O60814	DEE660B4	Stress granule	biomolecular
P62805	DEE660B4	Stress granule	biomolecular
P02042	DEE660B4	Stress granule	biomolecular
Q13547	DEE660B4	Stress granule	biomolecular
Q9UII4	DEE660B4	Stress granule	biomolecular
Q16777	DEE660B4	Stress granule	biomolecular
P04439	DEE660B4	Stress granule	biomolecular
P10321	DEE660B4	Stress granule	biomolecular
Q13576	DEE660B4	Stress granule	biomolecular
P20700	DEE660B4	Stress granule	biomolecular
P35580	DEE660B4	Stress granule	biomolecular
O00567	DEE660B4	Stress granule	biomolecular
P13727	DEE660B4	Stress granule	biomolecular
P54136	DEE660B4	Stress granule	biomolecular
P62244	DEE660B4	Stress granule	biomolecular
Q9NR31	DEE660B4	Stress granule	biomolecular
O60264	DEE660B4	Stress granule	biomolecular
Q9Y5B9	DEE660B4	Stress granule	biomolecular
Q03519	DEE660B4	Stress granule	biomolecular
Q12788	DEE660B4	Stress granule	biomolecular
P21580	DEE660B4	Stress granule	biomolecular
Q15025	DEE660B4	Stress granule	biomolecular
P67936	DEE660B4	Stress granule	biomolecular
Q13263	DEE660B4	Stress granule	biomolecular
Q71U36	DEE660B4	Stress granule	biomolecular
P68363	DEE660B4	Stress granule	biomolecular
P0CG47	DEE660B4	Stress granule	biomolecular
P17480	DEE660B4	Stress granule	biomolecular
Q9H3U1	DEE660B4	Stress granule	biomolecular
P15498	DEE660B4	Stress granule	biomolecular
Q96QK1	DEE660B4	Stress granule	biomolecular
P04004	DEE660B4	Stress granule	biomolecular
Q6PCB0	DEE660B4	Stress granule	biomolecular
P23381	DEE660B4	Stress granule	biomolecular
P13010	DEE660B4	Stress granule	biomolecular
P12956	DEE660B4	Stress granule	biomolecular
Q2M2I8	DEE660B4	Stress granule	biomolecular
O14639	DEE660B4	Stress granule	biomolecular
Q9UKV3	DEE660B4	Stress granule	biomolecular
P55196	DEE660B4	Stress granule	biomolecular
O95429	DEE660B4	Stress granule	biomolecular
Q09666	DEE660B4	Stress granule	biomolecular
Q8IVF2	DEE660B4	Stress granule	biomolecular
P02765	DEE660B4	Stress granule	biomolecular
Q8N6T3	DEE660B4	Stress granule	biomolecular
O00299	DEE660B4	Stress granule	biomolecular
P21333	DEE660B4	Stress granule	biomolecular
Q9UPQ0	DEE660B4	Stress granule	biomolecular
P41567	DEE660B4	Stress granule	biomolecular
P38432	DEE660B4	Stress granule	biomolecular
P0CB38	DEE660B4	Stress granule	biomolecular
Q08379	F3208D05	Golgin condensate	biomolecular
Q8IWJ2	F3208D05	Golgin condensate	biomolecular
Q8NFZ5	E8F4C1F2	Sint speckle	biomolecular
Q15643	F3208D05	Golgin condensate	biomolecular
Q96CN9	F3208D05	Golgin condensate	biomolecular
Q08378	F3208D05	Golgin condensate	biomolecular
Q99496	F701F3BC	PcG body	biomolecular
Q92805	F3208D05	Golgin condensate	biomolecular
Q07889	F345034F	Signaling cluster	biomolecular
P42768	F345034F	Signaling cluster	biomolecular
O14639	F345034F	Signaling cluster	biomolecular
P16333	F345034F	Signaling cluster	biomolecular
Q13402	F345034F	Signaling cluster	biomolecular
Q9UHD9	EB3EADD3	Ubqln puncta	biomolecular
Q9Y490	009021FA	focal adhesion (FA) condensate	biomolecular
P17931	F47B63CC	Galectin complex	biomolecular
Q14781	F5FE5C72	Euchromatin	biomolecular
P62993	F345034F	Signaling cluster	biomolecular
Q9Y6N9	F345034F	Signaling cluster	biomolecular
P35637	F85A2E29	IMP1 RNP granule	biomolecular
Q13439	F3208D05	Golgin condensate	biomolecular
Q13148	F85A2E29	IMP1 RNP granule	biomolecular
Q6IMN6	F85A2E29	IMP1 RNP granule	biomolecular
P10155	F85A2E29	IMP1 RNP granule	biomolecular
Q12906	F85A2E29	IMP1 RNP granule	biomolecular
P09651	F85A2E29	IMP1 RNP granule	biomolecular
P19338	F85A2E29	IMP1 RNP granule	biomolecular
Q07352	F85A2E29	IMP1 RNP granule	biomolecular
P03372	ECBAC048	MegaTrans enhancer complex	biomolecular
Q5JR59	EA3337F5	+TIP	biomolecular
Q86W92	009021FA	focal adhesion (FA) condensate	biomolecular
Q9NRR5	EB3EADD3	Ubqln puncta	biomolecular
Q9UMX0	EB3EADD3	Ubqln puncta	biomolecular
Q9NQI0	E603CCA4	Germ granule	biomolecular
O00571	E603CCA4	Germ granule	biomolecular
Q9NP98	ED61D366	FATZ-1 condensate	biomolecular
Q14678	009021FA	focal adhesion (FA) condensate	biomolecular
Q15149	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P01024	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9HC38	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q5T5C0	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9BUH8	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P13796	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P62280	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9ULB1	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9H2X9	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q14194	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q16623	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O00401	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P29992	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9UJF2	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P42677	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P84095	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9BPW4	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P02511	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P19784	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P47897	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P55011	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P52895	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q14160	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q8WZA9	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q5JWF2	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P10606	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O95202	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q8NBU5	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q5T1M5	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q96RT1	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9Y285	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P14868	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q08209	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q8WXD9	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q86VS8	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9Y4J8	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q00765	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q8TAG9	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P36543	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P50991	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P68400	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q14185	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P04843	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9NTJ5	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q13303	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q15555	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q15477	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P04406	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
Q9H4A3	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
P49802	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
O14531	FB4E32DD	Presynaptic clusters and postsynaptic densities	biomolecular
