distance_aa	sites_total	prob_neighbor_within_x	mean_other_methyl_args_within_x	sites_with_neighbor_within_x	ordered_neighbor_pairs_within_x	null_mean_prob_neighbor_within_x	null_sd_prob_neighbor_within_x	null_q025_prob_neighbor_within_x	null_q975_prob_neighbor_within_x	null_mean_other_methyl_args_within_x	null_sd_other_methyl_args_within_x	null_q025_other_methyl_args_within_x	null_q975_other_methyl_args_within_x	empirical_p_greater_prob_neighbor_within_x	empirical_p_greater_other_methyl_args_within_x	delta_prob_neighbor_within_x_vs_null	ratio_prob_neighbor_within_x_vs_null	delta_other_methyl_args_within_x_vs_null	ratio_other_methyl_args_within_x_vs_null	restrict_context	null_match_disorder
85	12826	0.6737876188991112	2.752222048963044	8642	35300	0.5665647902697645	0.0038320575750321537	0.559888117885545	0.5738421955403088	1.970670513020427	0.01695438521511259	1.9375136441602994	2.0020349290503665	0.009900990099009901	0.009900990099009901	0.10722282862934673	1.1892507802652077	0.7815515359426171	1.3965916832767447	all	True
86	12826	0.675035084983627	2.7707781069702166	8658	35538	0.5685708716669265	0.0039037380977874265	0.5617456728520193	0.575873226259161	1.986669265554343	0.016997924662431208	1.9545337595509122	2.016470450647123	0.009900990099009901	0.009900990099009901	0.10646421331670042	1.1872487997926633	0.7841088414158737	1.3946851421175446	all	True
87	12826	0.6761266178075783	2.7879307656323093	8672	35758	0.5706135973803211	0.0038456783576605036	0.563575939497895	0.577851629502573	2.0035552783408703	0.016947501404492783	1.9710548885077186	2.033326836114143	0.009900990099009901	0.009900990099009901	0.10551302042725719	1.1849115073872512	0.784375487291439	1.391491812464977	all	True
88	12826	0.6765164509589896	2.8019647590831123	8677	35938	0.5727179167316389	0.0038207245645244746	0.5658662092624357	0.5805219865897395	2.018517074692032	0.017301834417935563	1.9857321066583502	2.0485849056603773	0.009900990099009901	0.009900990099009901	0.10379853422735075	1.1812384966402023	0.7834476843910805	1.388130323103961	all	True
89	12826	0.6773740838920942	2.8159987525339156	8688	36118	0.5748214564166537	0.0038006046650446673	0.5677042725713395	0.5821807266489942	2.035548105410884	0.01725047103307762	2.0025612038047718	2.0642834866677062	0.009900990099009901	0.009900990099009901	0.10255262747544047	1.1784077931167312	0.7804506471230317	1.383410563989346	all	True
90	12826	0.6776859504132231	2.8300327459847185	8692	36298	0.5767690628411041	0.0037233754011786087	0.5694448775923905	0.5840928582566661	2.050999532200218	0.01728586344530223	2.0173943552159677	2.0810852954935286	0.009900990099009901	0.009900990099009901	0.10091688757211903	1.17496931453815	0.7790332137845004	1.3798310051045157	all	True
91	12826	0.678933416497739	2.8471854046468112	8708	36518	0.5786184313113988	0.0037153025781779445	0.5712790425697801	0.585724309995322	2.0663714330266645	0.01729287680770923	2.034753625448308	2.0966123499142366	0.009900990099009901	0.009900990099009901	0.10031498518634019	1.1733698405683055	0.7808139716201468	1.3778671922871435	all	True
92	12826	0.6807266489942305	2.861219398097614	8731	36698	0.5804818337751442	0.0037736483640670553	0.573050834242944	0.5878001715265866	2.0811071261500076	0.017333853152271116	2.048425074068299	2.112295337595509	0.009900990099009901	0.009900990099009901	0.10024481521908635	1.17269242444186	0.7801122719476066	1.3748544522985673	all	True
93	12826	0.6816622485576174	2.8779042569780136	8743	36912	0.5823241852487135	0.0037133250362859746	0.5749961016684859	0.5892581475128645	2.0964244503352565	0.01725487278383195	2.0633790737564324	2.1268711991267737	0.009900990099009901	0.009900990099009901	0.09933806330890382	1.1705889362408606	0.7814798066427571	1.3727679318554906	all	True
94	12826	0.6826758147512865	2.893029783252768	8756	37106	0.5841259940745361	0.003663736174690346	0.57705247154218	0.5912326524247622	2.11176516450959	0.01754776929928089	2.0774637455169187	2.1417589271791675	0.009900990099009901	0.009900990099009901	0.09854982067675033	1.1687132941804592	0.7812646187431778	1.3699580956600395	all	True
95	12826	0.684157180726649	2.908623109309216	8775	37306	0.5858217682831748	0.0035946285873064286	0.5789899423046936	0.5928329175113052	2.127250896616248	0.0177214250126259	2.09157180726649	2.157114455013254	0.009900990099009901	0.009900990099009901	0.09833541244347421	1.16785892530361	0.7813722126929679	1.3673154934078873	all	True
96	12826	0.6856385467020115	2.923124902541712	8794	37492	0.5877444253859349	0.003553909810091037	0.5811320754716981	0.5946144550132544	2.142133167004522	0.017965754056800794	2.1070169967254015	2.1723062529237485	0.009900990099009901	0.009900990099009901	0.09789412131607667	1.1665589958625227	0.78099173553719	1.3645859872611465	all	True
97	12826	0.6865741462653984	2.9368470294713864	8806	37668	0.5895197255574615	0.0035020675287033534	0.5830520037423982	0.5959808202089506	2.157673475752378	0.017878282817167492	2.122177607983783	2.187529237486356	0.009900990099009901	0.009900990099009901	0.0970544207079369	1.1646330334683208	0.7791735537190085	1.361117454737822	all	True
98	12826	0.6873538125682208	2.9508810229221893	8816	37848	0.5912926867300796	0.003501196026984379	0.5848043037579915	0.5978481210042103	2.1720302510525493	0.017736705801537203	2.137829409012942	2.20131763605177	0.009900990099009901	0.009900990099009901	0.09606112583814119	1.1624595196151857	0.77885077186964	1.358581917306269	all	True
99	12826	0.6884453453921722	2.9653828161546856	8830	38034	0.5931716825198814	0.003426483885669195	0.5867281303602058	0.5995789801964759	2.1876953064088567	0.017884930322872715	2.1516489942304693	2.2183962264150945	0.009900990099009901	0.009900990099009901	0.09527366287229078	1.160617348534836	0.7776875097458289	1.355482551645831	all	True
100	12826	0.6897707781069702	2.978481210042102	8847	38202	0.5949267113675347	0.003406957918568416	0.5888663651956962	0.6015944175892718	2.2027428660533293	0.018064122911521537	2.1684624980508342	2.23362700764073	0.009900990099009901	0.009900990099009901	0.09484406673943546	1.1594214294419916	0.7757383439887726	1.3521692685713556	all	True
