canonical_UniProtAC	primary_symbol	protein_name	functional_class_broad	ENTREZID
Q8NCE2	MTMR14	Myotubularin-related protein 14; ; Phosphatidylinositol-3,5-bisphosphate 3-phosphatase MTMR14 (EC 3.1.3.95) (HCV NS5A-transactivated protein 4 splice variant A-binding protein 1) (NS5ATP4ABP1) (Myotubularin-related protein 14) (Phosphatidylinositol-3-phosphate phosphatase) (hJumpy)	Cytoplasmic / trafficking / cytoskeleton;Poorly characterized / specialized;RNA-binding / RNP;Signaling / enzymes	64419
Q969H8	MYDGF	Myeloid-derived growth factor precursor; ; Myeloid-derived growth factor (MYDGF)	Poorly characterized / specialized	56005
P12882	MYH1	Myosin-1; ; Myosin-1 (Myosin heavy chain 1) (Myosin heavy chain 2x) (MyHC-2x) (Myosin heavy chain IIx/d) (MyHC-IIx/d) (Myosin heavy chain, skeletal muscle, adult 1)	Cytoplasmic / trafficking / cytoskeleton;DNA repair / genome maintenance;Poorly characterized / specialized;Signaling / enzymes	4619
P35580	MYH10	Myosin-10; ; Myosin-10 (Cellular myosin heavy chain, type B) (Myosin heavy chain 10) (Myosin heavy chain, non-muscle IIb) (Non-muscle myosin heavy chain B) (NMMHC-B) (Non-muscle myosin heavy chain IIb) (NMMHC II-b) (NMMHC-IIB)	Cytoplasmic / trafficking / cytoskeleton;Poorly characterized / specialized;Signaling / enzymes	4628
P35749	MYH11	Myosin-11; ; Myosin-11 (Myosin heavy chain 11) (Myosin heavy chain, smooth muscle isoform) (SMMHC)	Cytoplasmic / trafficking / cytoskeleton;Poorly characterized / specialized;Signaling / enzymes	4629
Q7Z406	MYH14	Myosin-14; ; Myosin-14 (Myosin heavy chain 14) (Myosin heavy chain, non-muscle IIc) (Non-muscle myosin heavy chain IIc) (NMHC II-C)	Cytoplasmic / trafficking / cytoskeleton;Poorly characterized / specialized;Signaling / enzymes	79784
G8JLL9	MYH14		Cytoplasmic / trafficking / cytoskeleton;Poorly characterized / specialized;Signaling / enzymes	79784
Q9UKX2	MYH2	Myosin-2 (Myosin heavy chain 2) (Myosin heavy chain 2a) (MyHC-2a) (Myosin heavy chain IIa) (MyHC-IIa) (Myosin heavy chain, skeletal muscle, adult 2)	Cytoplasmic / trafficking / cytoskeleton;DNA repair / genome maintenance;Poorly characterized / specialized;Signaling / enzymes	4620
Q9Y623	MYH4	Myosin-4; ; Myosin-4 (Myosin heavy chain 2b) (MyHC-2b) (Myosin heavy chain 4) (Myosin heavy chain IIb) (MyHC-IIb) (Myosin heavy chain, skeletal muscle, fetal)	Cytoplasmic / trafficking / cytoskeleton;DNA repair / genome maintenance;Poorly characterized / specialized;Signaling / enzymes	4622
P35579	MYH9	Myosin-9; ; Myosin-9 (Cellular myosin heavy chain, type A) (Myosin heavy chain 9) (Myosin heavy chain, non-muscle IIa) (Non-muscle myosin heavy chain A) (NMMHC-A) (Non-muscle myosin heavy chain IIa) (NMMHC II-a) (NMMHC-IIA)	Cytoplasmic / trafficking / cytoskeleton;Poorly characterized / specialized;Signaling / enzymes	4627
Q99972	MYOC	Myocilin precursor; ; Myocilin (Myocilin 55 kDa subunit) (Trabecular meshwork-induced glucocorticoid response protein) [Cleaved into: Myocilin, N-terminal fragment (Myocilin 20 kDa N-terminal fragment); Myocilin, C-terminal fragment (Myocilin 35 kDa N-terminal fragment)]	Cytoplasmic / trafficking / cytoskeleton;Poorly characterized / specialized	4653
Q14CX7	NAA25	N-alpha-acetyltransferase 25, NatB auxiliary subunit; ; N-alpha-acetyltransferase 25, NatB auxiliary subunit (Mitochondrial distribution and morphology protein 20) (N-terminal acetyltransferase B complex subunit MDM20) (NatB complex subunit MDM20) (N-terminal acetyltransferase B complex subunit NAA25) (p120)	Chromatin / transcription;DNA repair / genome maintenance;Mitochondrial / metabolism;Poorly characterized / specialized;Signaling / enzymes	80018
Q4G0N4	NADK2	NAD kinase 2, mitochondrial precursor; ; NAD kinase 2, mitochondrial (EC 2.7.1.23) (Mitochondrial NAD kinase) (NAD kinase domain-containing protein 1, mitochondrial)	Mitochondrial / metabolism;Poorly characterized / specialized;Signaling / enzymes	133686
Q53F19	NCBP3	Nuclear cap-binding protein subunit 3; ; Nuclear cap-binding protein subunit 3 (Protein ELG)	Poorly characterized / specialized;RNA-binding / RNP	55421
Q9BU61	NDUFAF3	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3; ; NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 3	Mitochondrial / metabolism;Poorly characterized / specialized	25915
Q9P032	NDUFAF4	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4; ; NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 4 (Hormone-regulated proliferation-associated protein of 20 kDa)	Mitochondrial / metabolism;Poorly characterized / specialized;Proteostasis / ubiquitin / chaperone	29078
A1L188	NDUFAF8	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 8; ; NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 8	Mitochondrial / metabolism;Poorly characterized / specialized	284184
O76041	NEBL	Nebulette; ; Nebulette (Actin-binding Z-disk protein)	Cytoplasmic / trafficking / cytoskeleton;Poorly characterized / specialized	10529
Q70I54	NEBL		Cytoplasmic / trafficking / cytoskeleton;Poorly characterized / specialized	10529
P48681	NES	Nestin; ; Nestin	Cytoplasmic / trafficking / cytoskeleton;Poorly characterized / specialized	10763
Q5SYE7	NHSL1	NHS-like protein 1; ; NHS-like protein 1	Poorly characterized / specialized	57224
Q9BZQ8	NIBAN1	Protein Niban 1; ; Protein Niban 1 (Cell growth-inhibiting gene 39 protein) (Protein FAM129A)	Poorly characterized / specialized	116496
Q96TA1	NIBAN2	Protein Niban 2; ; Protein Niban 2 (Meg-3) (Melanoma invasion by ERK) (MINERVA) (Niban-like protein 1) (Protein FAM129B)	Poorly characterized / specialized	64855
Q6ZUT1	NKAPD1	Uncharacterized protein NKAPD1; ; Uncharacterized protein NKAPD1 (NKAP domain containing protein 1)	Poorly characterized / specialized	55216
P15531	NME1	Nucleoside diphosphate kinase A; ; Nucleoside diphosphate kinase A (NDP kinase A) (NDPK A) (EC 2.7.4.6) (Farnesyl diphosphate kinase NME1) (EC 2.7.4.18) (Histidine protein kinase NME1) (EC 2.7.13.3) (Metastasis inhibition factor nm23) (NM23-H1) (Non-specific serine/threonine protein kinase NME1) (EC 2.7.11.1) (Nucleoside diphoshate kinase 1) (NDK1) (Putative 3'-5'-DNA exonuclease NDK1) (EC 3.1.11.-) (Putative granzyme A-activated DNA endonuclease) (GAAD) (EC 3.1.24.-) (Tumor metastatic process-associated protein)	Poorly characterized / specialized;Signaling / enzymes	4830
Q32Q12	NME2		Chromatin / transcription;Poorly characterized / specialized;Signaling / enzymes	4831
Q9Y5B8	NME7	Nucleoside diphosphate kinase 7 (NDK7) (NDP kinase 7) (Putative 3'-5'-DNA exonuclease NDK7) (EC 3.1.11.-) (Serine protein kinase NME7) (EC 2.7.11.1) (nm23-H7)	Poorly characterized / specialized;Signaling / enzymes	29922
Q9ULX3	NOB1	RNA-binding protein NOB1; ; RNA-binding protein NOB1 (EC 3.1.-.-) (Phosphorylation regulatory protein HP-10) (Protein ART-4)	Poorly characterized / specialized;RNA-binding / RNP	28987
A6NJZ9	NOC3L		Poorly characterized / specialized;Translation / ribosome / biogenesis	64318
Q5C9Z4	NOM1	Nucleolar MIF4G domain-containing protein 1; ; Nucleolar MIF4G domain-containing protein 1 (SGD1 homolog)	Poorly characterized / specialized;RNA-binding / RNP;Translation / ribosome / biogenesis	64434
P78316	NOP14	Nucleolar protein 14; ; Nucleolar protein 14 (Nucleolar complex protein 14)	Poorly characterized / specialized;RNA-binding / RNP;Translation / ribosome / biogenesis	8602
Q86U38	NOP9	Nucleolar protein 9; ; Nucleolar protein 9	Poorly characterized / specialized;RNA-binding / RNP;Translation / ribosome / biogenesis	161424
Q8N5I9	NOPCHAP1	NOP protein chaperone 1; ; NOP protein chaperone 1	Poorly characterized / specialized;Proteostasis / ubiquitin / chaperone;Translation / ribosome / biogenesis	121053
Q8TAT6	NPLOC4	Nuclear protein localization protein 4 homolog; ; Nuclear protein localization protein 4 homolog (Protein NPL4)	Nuclear scaffold / pore / lamina;Poorly characterized / specialized;Proteostasis / ubiquitin / chaperone	55666
Q3KNT7	NSUN5P1	Putative NOL1/NOP2/Sun domain family member 5B; ; Putative NOL1/NOP2/Sun domain family member 5B (EC 2.1.1.-) (Williams-Beuren syndrome chromosomal region 20B protein)	Chromatin / transcription;Poorly characterized / specialized;Signaling / enzymes;Translation / ribosome / biogenesis	155400
Q63ZY6	NSUN5P2	Putative methyltransferase NSUN5C (EC 2.1.1.-) (NOL1/NOP2/Sun domain family member 5C) (Williams-Beuren syndrome chromosomal region 20C protein)	Chromatin / transcription;Poorly characterized / specialized;Signaling / enzymes;Translation / ribosome / biogenesis	260294
Q86UY8	NT5DC3	5'-nucleotidase domain-containing protein 3; ; 5'-nucleotidase domain-containing protein 3 (EC 3.1.3.-) (GRP94-neighboring nucleotidase)	DNA repair / genome maintenance;Nuclear scaffold / pore / lamina;Poorly characterized / specialized	51559
Q9BV86	NTMT1	N-terminal Xaa-Pro-Lys N-methyltransferase 1; ; N-terminal Xaa-Pro-Lys N-methyltransferase 1 (EC 2.1.1.244) (Alpha N-terminal protein methyltransferase 1A) (Methyltransferase-like protein 11A) (N-terminal RCC1 methyltransferase) (X-Pro-Lys N-terminal protein methyltransferase 1A) (NTM1A) [Cleaved into: N-terminal Xaa-Pro-Lys N-methyltransferase 1, N-terminally processed]	Chromatin / transcription;Poorly characterized / specialized;Signaling / enzymes	28989
P49757	NUMB	Protein numb homolog; ; Protein numb homolog (h-Numb) (Protein S171)	Poorly characterized / specialized	8650
Q92621	NUP205	Nuclear pore complex protein Nup205; ; Nuclear pore complex protein Nup205 (205 kDa nucleoporin) (Nucleoporin Nup205)	Nuclear scaffold / pore / lamina;Poorly characterized / specialized	23165
Q8TEM1	NUP210	Nuclear pore membrane glycoprotein 210 precursor; ; Nuclear pore membrane glycoprotein 210 (Nuclear pore protein gp210) (Nuclear envelope pore membrane protein POM 210) (POM210) (Nucleoporin Nup210) (Pore membrane protein of 210 kDa)	Membrane / receptor / extracellular;Nuclear scaffold / pore / lamina;Poorly characterized / specialized	23225
O43482	OIP5	Protein Mis18-beta; ; Protein Mis18-beta (Cancer/testis antigen 86) (CT86) (Opa-interacting protein 5) (OIP-5)	Cytoplasmic / trafficking / cytoskeleton;Poorly characterized / specialized	11339
Q8TE49	OTUD7A	OTU domain-containing protein 7A; ; OTU domain-containing protein 7A (EC 3.4.19.12) (Zinc finger protein Cezanne 2)	Chromatin / transcription;Poorly characterized / specialized	161725
Q96E09	PABIR1	PPP2R1A-PPP2R2A-interacting phosphatase regulator 1; ; PPP2R1A-PPP2R2A-interacting phosphatase regulator 1 (PABIR family member 1)	Cytoplasmic / trafficking / cytoskeleton;Poorly characterized / specialized;Signaling / enzymes	116224
Q4VXU2	PABPC1L	Polyadenylate-binding protein 1-like; ; Polyadenylate-binding protein 1-like (Embryonic poly(A)-binding protein) (Poly(A) binding protein cytoplasmic 1 like)	Cytoplasmic / trafficking / cytoskeleton;Poorly characterized / specialized;RNA-binding / RNP	80336
Q9H361	PABPC3	Polyadenylate-binding protein 3; ; Polyadenylate-binding protein 3 (PABP-3) (Poly(A)-binding protein 3) (Testis-specific poly(A)-binding protein)	Poorly characterized / specialized;RNA-binding / RNP	5042
O60829	PAGE4	P antigen family member 4; ; P antigen family member 4 (PAGE-4) (G antigen family C member 1) (PAGE-1)	Poorly characterized / specialized	9506
Q9BUH6	PAXX	Protein PAXX; ; Protein PAXX (Paralog of XRCC4 and XLF) (XRCC4-like small protein)	Poorly characterized / specialized	286257
A6NGG8	PCARE	Photoreceptor cilium actin regulator; ; Photoreceptor cilium actin regulator	Cytoplasmic / trafficking / cytoskeleton;Membrane / receptor / extracellular;Poorly characterized / specialized	388939
Q9H4Z3	PCIF1	mRNA (2'-O-methyladenosine-N(6)-)-methyltransferase; ; mRNA (2'-O-methyladenosine-N(6)-)-methyltransferase (EC 2.1.1.62) (Cap-specific adenosine methyltransferase) (CAPAM) (hCAPAM) (Phosphorylated CTD-interacting factor 1) (hPCIF1) (Protein phosphatase 1 regulatory subunit 121)	Chromatin / transcription;Cytoplasmic / trafficking / cytoskeleton;Poorly characterized / specialized;Proteostasis / ubiquitin / chaperone;Signaling / enzymes	63935
O00764	PDXK	Pyridoxal kinase; ; Pyridoxal kinase (EC 2.7.1.35) (Pyridoxine kinase)	Poorly characterized / specialized;Signaling / enzymes	8566
Q53GA4	PHLDA2	Pleckstrin homology-like domain family A member 2; ; Pleckstrin homology-like domain family A member 2 (Beckwith-Wiedemann syndrome chromosomal region 1 candidate gene C protein) (Imprinted in placenta and liver protein) (Tumor-suppressing STF cDNA 3 protein) (Tumor-suppressing subchromosomal transferable fragment candidate gene 3 protein) (p17-Beckwith-Wiedemann region 1 C) (p17-BWR1C)	Poorly characterized / specialized	7262
Q8WXW3	PIBF1	Progesterone-induced-blocking factor 1; ; Progesterone-induced-blocking factor 1 (PIBF) (Centrosomal protein of 90 kDa) (CEP90)	Cell cycle / centrosome / spindle;Poorly characterized / specialized	10464
Q96BK5	PINX1	PIN2/TERF1-interacting telomerase inhibitor 1; ; PIN2/TERF1-interacting telomerase inhibitor 1 (Liver-related putative tumor suppressor) (Pin2-interacting protein X1) (Protein 67-11-3) (TRF1-interacting protein 1)	Cytoplasmic / trafficking / cytoskeleton;Poorly characterized / specialized	54984
Q9GZP4	PITHD1	PITH domain-containing protein 1; ; PITH domain-containing protein 1	Poorly characterized / specialized	57095
Q96J94	PIWIL1	Piwi-like protein 1 (EC 3.1.26.-)	Poorly characterized / specialized;RNA-binding / RNP	9271
Q8TC59	PIWIL2	Piwi-like protein 2; ; Piwi-like protein 2 (EC 3.1.26.-) (Cancer/testis antigen 80) (CT80)	Poorly characterized / specialized;RNA-binding / RNP	55124
Q8NHP8	PLBD2	Putative phospholipase B-like 2 precursor; ; Putative aminopeptidase PLBD2 (EC 3.4.11.-) (76 kDa protein) (p76) (LAMA-like protein 2) (Lamina ancestor homolog 2) (Phospholipase B domain-containing protein 2) [Cleaved into: Putative aminopeptidase PLBD2 32 kDa form; Putative aminopeptidase PLBD2 45 kDa form]	Nuclear scaffold / pore / lamina;Poorly characterized / specialized;Translation / ribosome / biogenesis	196463
A6NI47	POTEM	Putative POTE ankyrin domain family member M	Poorly characterized / specialized;RNA-binding / RNP	641455
Q9H3Y8	PPDPF	Pancreatic progenitor cell differentiation and proliferation factor; ; Pancreatic progenitor cell differentiation and proliferation factor (Exocrine differentiation and proliferation factor)	Poorly characterized / specialized	79144
Q5H9R7	PPP6R3	Serine/threonine-protein phosphatase 6 regulatory subunit 3; ; Serine/threonine-protein phosphatase 6 regulatory subunit 3 (SAPS domain family member 3) (Sporulation-induced transcript 4-associated protein SAPL)	Poorly characterized / specialized;RNA-binding / RNP;Signaling / enzymes	55291
G8JLI3	PPP6R3		Poorly characterized / specialized;RNA-binding / RNP;Signaling / enzymes	55291
Q9NQX0	PRDM6	Putative histone-lysine N-methyltransferase PRDM6; ; Putative histone-lysine N-methyltransferase PRDM6 (EC 2.1.1.361) (PR domain zinc finger protein 6) (PR domain-containing protein 6)	Chromatin / transcription;Poorly characterized / specialized;Signaling / enzymes	93166
Q86XN7	PROSER1	Proline and serine-rich protein 1; ; Proline and serine-rich protein 1	Poorly characterized / specialized	80209
Q86WR7	PROSER2	Proline and serine-rich protein 2; ; Proline and serine-rich protein 2	Poorly characterized / specialized	254427
O94906	PRPF6	Pre-mRNA-processing factor 6; ; Pre-mRNA-processing factor 6 (Androgen receptor N-terminal domain-transactivating protein 1) (ANT-1) (PRP6 homolog) (U5 snRNP-associated 102 kDa protein) (U5-102 kDa protein)	DNA repair / genome maintenance;Membrane / receptor / extracellular;Nuclear scaffold / pore / lamina;Poorly characterized / specialized;RNA-binding / RNP	24148
Q8N8Z3	PRR26	Putative uncharacterized protein DIP2C-AS1 (DIP2C antisense RNA 1) (Proline-rich protein 26)	Poorly characterized / specialized	NA
Q9GZU8	PSME3IP1	PSME3-interacting protein; ; PSME3-interacting protein (NEFA-interacting nuclear protein NIP30) (PA28G-interacting protein)	Cytoplasmic / trafficking / cytoskeleton;Poorly characterized / specialized	80011
P06454	PTMA	Prothymosin alpha; ; Prothymosin alpha [Cleaved into: Prothymosin alpha, N-terminally processed; Thymosin alpha-1]	Cytoplasmic / trafficking / cytoskeleton;Poorly characterized / specialized	5757
Q6GMV3	PTRHD1	Putative peptidyl-tRNA hydrolase PTRHD1 (EC 3.1.1.29) (Peptidyl-tRNA hydrolase domain-containing protein 1)	Poorly characterized / specialized;Signaling / enzymes;Translation / ribosome / biogenesis	391356
Q92626	PXDN	Peroxidasin homolog precursor; ; Peroxidasin homolog (EC 1.11.2.-) (Melanoma-associated antigen MG50) (Peroxidasin 1) (hsPxd01) (Vascular peroxidase 1) (p53-responsive gene 2 protein) [Cleaved into: PXDN active fragment]	Membrane / receptor / extracellular;Mitochondrial / metabolism;Poorly characterized / specialized;Proteostasis / ubiquitin / chaperone;RNA-binding / RNP	7837
Q96PU8	QKI	KH domain-containing RNA-binding protein QKI; ; KH domain-containing RNA-binding protein QKI (Protein quaking) (Hqk) (HqkI)	Poorly characterized / specialized;RNA-binding / RNP	9444
Q5T6V5	QNG1	Queuosine 5'-phosphate N-glycosylase/hydrolase; ; Queuosine 5'-phosphate N-glycosylase/hydrolase (EC 3.2.2.-) (Q-nucleotide N-glycosylase 1) (Queuine salvage protein QNG1) (Queuosine-nucleotide N-glycosylase/hydrolase)	Poorly characterized / specialized	84267
Q3YEC7	RABL6	Rab-like protein 6; ; Rab-like protein 6 (EC 3.6.5.2) (GTP-binding protein Parf) (Partner of ARF) (Rab-like protein 1) (RBEL1)	Cytoplasmic / trafficking / cytoskeleton;Poorly characterized / specialized;Signaling / enzymes	55684
Q9BTL3	RAMAC	RNA guanine-N7 methyltransferase activating subunit; ; RNA guanine-N7 methyltransferase activating subunit (Protein FAM103A1) (RNA guanine-7 methyltransferase activating subunit) (RNMT-activating mRNA cap methyltransferase subunit) (RNMT-activating mini protein) (RAM)	Chromatin / transcription;Poorly characterized / specialized;Signaling / enzymes	83640
Q8NDT2	RBM15B	Putative RNA-binding protein 15B; ; Putative RNA-binding protein 15B (One-twenty two protein 3) (HsOTT3) (HuOTT3) (RNA-binding motif protein 15B)	Poorly characterized / specialized;RNA-binding / RNP	29890
Q5T8P6	RBM26	RNA-binding protein 26; ; RNA-binding protein 26 (CTCL tumor antigen se70-2) (RNA-binding motif protein 26)	Poorly characterized / specialized;RNA-binding / RNP	64062
P52756	RBM5	RNA-binding protein 5; ; RNA-binding protein 5 (Protein G15) (Putative tumor suppressor LUCA15) (RNA-binding motif protein 5) (Renal carcinoma antigen NY-REN-9)	Nuclear scaffold / pore / lamina;Poorly characterized / specialized;RNA-binding / RNP	10181
O75526	RBMXL2	RNA-binding motif protein, X-linked-like-2; ; RNA-binding motif protein, X-linked-like-2 (Testis-specific heterogeneous nuclear ribonucleoprotein G-T) (hnRNP G-T)	Poorly characterized / specialized;RNA-binding / RNP	27288
Q9H6H4	REEP4	Receptor expression-enhancing protein 4; ; Receptor expression-enhancing protein 4	Membrane / receptor / extracellular;Poorly characterized / specialized	80346
