ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count	ONTOLOGY
GO:0001578	microtubule bundle formation	2/478	137/17552	0.0145985401459854	0.536053507619949	-0.912144581694036	0.890883225405635	0.953624866482502	0.895513884940649	CLUAP1/RP1L1	2	BP
GO:0141060	disruption of anatomical structure in another organism	2/478	137/17552	0.0145985401459854	0.536053507619949	-0.912144581694036	0.890883225405635	0.953624866482502	0.895513884940649	CST11/DCD	2	BP
GO:0072028	nephron morphogenesis	1/478	80/17552	0.0125	0.458995815899582	-0.811468283193343	0.890730824757263	0.953624866482502	0.895513884940649	PTCH1	1	BP
GO:0140962	multicellular organismal-level chemical homeostasis	1/478	80/17552	0.0125	0.458995815899582	-0.811468283193343	0.890730824757263	0.953624866482502	0.895513884940649	IREB2	1	BP
GO:0043488	regulation of mRNA stability	3/478	189/17552	0.0158730158730159	0.582851829713754	-0.964730714047195	0.891813814960476	0.954363475572756	0.896207485452877	IREB2/NANOS3/TNKS1BP1	3	BP
GO:0006367	transcription initiation at RNA polymerase II promoter	3/478	190/17552	0.0157894736842105	0.579784188504735	-0.974420825075085	0.893863466972936	0.954754004706957	0.896574216936548	CREB1/HMGB1/TET2	3	BP
GO:0007498	mesoderm development	2/478	138/17552	0.0144927536231884	0.532169061912558	-0.923158886670223	0.893257774741367	0.954754004706957	0.896574216936548	GPI/HMGA2	2	BP
GO:0050684	regulation of mRNA processing	2/478	138/17552	0.0144927536231884	0.532169061912558	-0.923158886670223	0.893257774741367	0.954754004706957	0.896574216936548	ARGLU1/MAGOH	2	BP
GO:0001570	vasculogenesis	1/478	81/17552	0.0123456790123457	0.453329200888476	-0.825100303294488	0.893720217257608	0.954754004706957	0.896574216936548	HIF1AN	1	BP
GO:0031016	pancreas development	1/478	81/17552	0.0123456790123457	0.453329200888476	-0.825100303294488	0.893720217257608	0.954754004706957	0.896574216936548	BAD	1	BP
GO:0042246	tissue regeneration	1/478	81/17552	0.0123456790123457	0.453329200888476	-0.825100303294488	0.893720217257608	0.954754004706957	0.896574216936548	HDGFL2	1	BP
GO:0061333	renal tubule morphogenesis	1/478	81/17552	0.0123456790123457	0.453329200888476	-0.825100303294488	0.893720217257608	0.954754004706957	0.896574216936548	PTCH1	1	BP
