canonical_UniProtAC	family	label
A1YPR0	broad	Chromatin / transcription
A1Z1Q3	broad	Poorly characterized / specialized
A2A288	broad	RNA-binding / RNP
A2A2V5	broad	Membrane / receptor / extracellular
A2A2Y4	broad	Other / unclassified
A2A2Z9	broad	Other / unclassified
A2A368	broad	Other / unclassified
A2A3F4	broad	Membrane / receptor / extracellular
A2A3K4	broad	Signaling / enzymes
A2A3L6	broad	DNA repair / genome maintenance
A2A3L6	broad	Nuclear scaffold / pore / lamina
A2A3N6	broad	Poorly characterized / specialized
A2AJT9	broad	Other / unclassified
A2CJ06	broad	Other / unclassified
A2JGV3	broad	Membrane / receptor / extracellular
A2JNH0	broad	Poorly characterized / specialized
A2NJV5	broad	Membrane / receptor / extracellular
A2PYH4	broad	RNA-binding / RNP
A2PYH4	broad	Chromatin / transcription
A2PYH4	broad	Signaling / enzymes
A2RRD8	broad	Chromatin / transcription
A2RRH5	broad	Other / unclassified
A2RRL7	broad	Membrane / receptor / extracellular
A2RRP1	broad	Other / unclassified
A2RTX5	broad	Translation / ribosome / biogenesis
A2RTX5	broad	Cytoplasmic / trafficking / cytoskeleton
A2RTX5	broad	Mitochondrial / metabolism
A2RTX5	broad	Signaling / enzymes
A2RTY3	broad	DNA repair / genome maintenance
A2RU14	broad	Membrane / receptor / extracellular
A2RU30	broad	Proteostasis / ubiquitin / chaperone
A2RU37	broad	Poorly characterized / specialized
A2RU48	broad	Membrane / receptor / extracellular
A2RU49	broad	Signaling / enzymes
A2RU54	broad	Chromatin / transcription
A2RU67	broad	Other / unclassified
A2RUC4	broad	Translation / ribosome / biogenesis
A2RUH7	broad	Cytoplasmic / trafficking / cytoskeleton
A2RUQ5	broad	Poorly characterized / specialized
A2RUT3	broad	Membrane / receptor / extracellular
A2RUU4	broad	Other / unclassified
A2VCK2	broad	Other / unclassified
A2VDF0	broad	Other / unclassified
A2VDJ0	broad	Membrane / receptor / extracellular
A2VEC9	broad	Poorly characterized / specialized
A3KFT3	broad	Membrane / receptor / extracellular
A3KMH1	broad	Other / unclassified
A3QJZ6	broad	Other / unclassified
A3QJZ7	broad	RNA-binding / RNP
A4D0S4	broad	Nuclear scaffold / pore / lamina
A4D0T7	broad	Membrane / receptor / extracellular
A4D0V7	broad	Membrane / receptor / extracellular
A4D0Y5	broad	Poorly characterized / specialized
A4D126	broad	Signaling / enzymes
A4D161	broad	Poorly characterized / specialized
A4D1B5	broad	Other / unclassified
A4D1E1	broad	Chromatin / transcription
A4D1E9	broad	Other / unclassified
A4D1F6	broad	Other / unclassified
A4D1N5	broad	Poorly characterized / specialized
A4D1P6	broad	Proteostasis / ubiquitin / chaperone
A4D1S0	broad	Membrane / receptor / extracellular
A4D1S5	broad	Cytoplasmic / trafficking / cytoskeleton
A4D1T9	broad	Signaling / enzymes
A4D1Z8	broad	Other / unclassified
A4D250	broad	Other / unclassified
A4D256	broad	Signaling / enzymes
A4D263	broad	Cytoplasmic / trafficking / cytoskeleton
A4D2B0	broad	RNA-binding / RNP
A4D2B8	broad	Poorly characterized / specialized
A4D2G3	broad	Membrane / receptor / extracellular
A4D2H0	broad	Other / unclassified
A4D2P6	broad	Cytoplasmic / trafficking / cytoskeleton
A4D2P6	broad	Membrane / receptor / extracellular
A4FU01	broad	Cytoplasmic / trafficking / cytoskeleton
A4FU01	broad	Signaling / enzymes
A4FU28	broad	Other / unclassified
A4FU49	broad	Poorly characterized / specialized
A4FU69	broad	Other / unclassified
A4FUT8	broad	Poorly characterized / specialized
A4GXA9	broad	Other / unclassified
A4IF30	broad	Poorly characterized / specialized
A4QMS7	broad	Other / unclassified
A4QN01	broad	Poorly characterized / specialized
A4QPB2	broad	Membrane / receptor / extracellular
A4QPH2	broad	Poorly characterized / specialized
A4QPH2	broad	Signaling / enzymes
A4UGR9	broad	Cytoplasmic / trafficking / cytoskeleton
A4VCI5	broad	Poorly characterized / specialized
A5A3E0	broad	RNA-binding / RNP
A5A3E0	broad	Cytoplasmic / trafficking / cytoskeleton
A5A3E0	broad	Signaling / enzymes
A5D6W6	broad	Membrane / receptor / extracellular
A5D8T8	broad	Membrane / receptor / extracellular
A5D8V7	broad	Cytoplasmic / trafficking / cytoskeleton
A5D8W1	broad	Other / unclassified
A5LHX3	broad	Proteostasis / ubiquitin / chaperone
A5PKT9	broad	Poorly characterized / specialized
A5PKW4	broad	Other / unclassified
A5PKW7	broad	Poorly characterized / specialized
A5PKX7	broad	Chromatin / transcription
A5PKX7	broad	Poorly characterized / specialized
A5PKX7	broad	Signaling / enzymes
A5PL33	broad	Chromatin / transcription
A5PLK6	broad	Other / unclassified
A5PLL1	broad	Other / unclassified
A5PLL7	broad	Nuclear scaffold / pore / lamina
A5PLL7	broad	Membrane / receptor / extracellular
A5PLN7	broad	Other / unclassified
A5PLN9	broad	Cytoplasmic / trafficking / cytoskeleton
A5X5Y0	broad	Membrane / receptor / extracellular
A5YKK6	broad	RNA-binding / RNP
A5YKK6	broad	Chromatin / transcription
A5YM69	broad	Other / unclassified
A5YM72	broad	Other / unclassified
A6BM72	broad	Other / unclassified
A6H8M9	broad	Membrane / receptor / extracellular
A6H8Y1	broad	Chromatin / transcription
A6H8Z2	broad	Other / unclassified
A6NC05	broad	Poorly characterized / specialized
A6NC42	broad	Other / unclassified
A6NC51	broad	Membrane / receptor / extracellular
A6NC51	broad	Proteostasis / ubiquitin / chaperone
A6NC57	broad	RNA-binding / RNP
A6NC62	broad	Other / unclassified
A6NC78	broad	Cytoplasmic / trafficking / cytoskeleton
A6NC78	broad	Poorly characterized / specialized
A6NC86	broad	Chromatin / transcription
A6NC86	broad	Membrane / receptor / extracellular
A6NC97	broad	Poorly characterized / specialized
A6NCC3	broad	Cytoplasmic / trafficking / cytoskeleton
A6NCE7	broad	Cytoplasmic / trafficking / cytoskeleton
A6NCE7	broad	Proteostasis / ubiquitin / chaperone
A6NCF5	broad	Other / unclassified
A6NCF6	broad	Poorly characterized / specialized
A6NCI4	broad	Other / unclassified
A6NCI5	broad	Membrane / receptor / extracellular
A6NCI5	broad	Poorly characterized / specialized
A6NCI8	broad	Poorly characterized / specialized
A6NCJ1	broad	Cytoplasmic / trafficking / cytoskeleton
A6NCJ1	broad	Poorly characterized / specialized
A6NCK2	broad	Other / unclassified
A6NCL1	broad	RNA-binding / RNP
A6NCL2	broad	Other / unclassified
A6NCL7	broad	RNA-binding / RNP
A6NCM1	broad	Cytoplasmic / trafficking / cytoskeleton
A6NCM1	broad	Poorly characterized / specialized
A6NCN2	broad	Cytoplasmic / trafficking / cytoskeleton
A6NCN2	broad	Poorly characterized / specialized
A6NCN8	broad	Other / unclassified
A6NCQ9	broad	Other / unclassified
A6NCS4	broad	Chromatin / transcription
A6NCS6	broad	Poorly characterized / specialized
A6NCV1	broad	Membrane / receptor / extracellular
A6NCW0	broad	Proteostasis / ubiquitin / chaperone
A6NCW0	broad	Signaling / enzymes
A6NCW7	broad	Proteostasis / ubiquitin / chaperone
A6ND01	broad	Membrane / receptor / extracellular
A6ND36	broad	Other / unclassified
A6ND48	broad	Membrane / receptor / extracellular
A6ND91	broad	Mitochondrial / metabolism
A6NDA9	broad	Membrane / receptor / extracellular
A6NDB9	broad	Other / unclassified
A6NDD5	broad	Membrane / receptor / extracellular
A6NDE4	broad	RNA-binding / RNP
A6NDE8	broad	Poorly characterized / specialized
A6NDG6	broad	Mitochondrial / metabolism
A6NDG6	broad	Signaling / enzymes
A6NDH6	broad	Membrane / receptor / extracellular
A6NDI0	broad	Poorly characterized / specialized
A6NDK9	broad	Cytoplasmic / trafficking / cytoskeleton
A6NDL7	broad	Poorly characterized / specialized
A6NDL7	broad	Signaling / enzymes
A6NDL8	broad	Membrane / receptor / extracellular
A6NDN3	broad	Cytoplasmic / trafficking / cytoskeleton
A6NDN8	broad	Proteostasis / ubiquitin / chaperone
A6NDN8	broad	Poorly characterized / specialized
A6NDP7	broad	Other / unclassified
A6NDR6	broad	Chromatin / transcription
A6NDR6	broad	Poorly characterized / specialized
A6NDU8	broad	Cytoplasmic / trafficking / cytoskeleton
A6NDU8	broad	Poorly characterized / specialized
A6NDV4	broad	Membrane / receptor / extracellular
A6NDX4	broad	Membrane / receptor / extracellular
A6NDX4	broad	Poorly characterized / specialized
A6NDX5	broad	Chromatin / transcription
A6NDY0	broad	RNA-binding / RNP
A6NDY2	broad	Other / unclassified
A6NDZ8	broad	Other / unclassified
A6NE01	broad	Other / unclassified
A6NE02	broad	Other / unclassified
A6NE52	broad	Other / unclassified
A6NE82	broad	Other / unclassified
A6NED2	broad	Other / unclassified
A6NEE1	broad	Other / unclassified
A6NEF3	broad	Cytoplasmic / trafficking / cytoskeleton
A6NEH6	broad	Membrane / receptor / extracellular
A6NEH8	broad	Chromatin / transcription
A6NEH8	broad	Poorly characterized / specialized
A6NEK1	broad	Other / unclassified
A6NEL2	broad	RNA-binding / RNP
A6NEL2	broad	Chromatin / transcription
A6NEL3	broad	Poorly characterized / specialized
A6NEM1	broad	Cytoplasmic / trafficking / cytoskeleton
A6NEM2	broad	Chromatin / transcription
A6NEN9	broad	Poorly characterized / specialized
A6NEQ0	broad	RNA-binding / RNP
A6NEQ2	broad	Other / unclassified
A6NER3	broad	Poorly characterized / specialized
A6NES4	broad	RNA-binding / RNP
A6NES4	broad	DNA repair / genome maintenance
A6NET4	broad	Membrane / receptor / extracellular
A6NEV1	broad	Other / unclassified
A6NEY8	broad	Translation / ribosome / biogenesis
A6NEY8	broad	Mitochondrial / metabolism
A6NEY8	broad	Poorly characterized / specialized
A6NEY8	broad	Signaling / enzymes
A6NF01	broad	Membrane / receptor / extracellular
A6NF01	broad	Poorly characterized / specialized
A6NF34	broad	Chromatin / transcription
A6NF34	broad	Membrane / receptor / extracellular
A6NF83	broad	Chromatin / transcription
A6NF89	broad	Membrane / receptor / extracellular
A6NFA0	broad	Other / unclassified
A6NFA1	broad	Membrane / receptor / extracellular
A6NFA1	broad	Signaling / enzymes
A6NFC5	broad	Membrane / receptor / extracellular
A6NFC9	broad	Membrane / receptor / extracellular
A6NFC9	broad	Poorly characterized / specialized
A6NFD8	broad	Chromatin / transcription
A6NFE2	broad	Membrane / receptor / extracellular
A6NFE3	broad	Other / unclassified
A6NFF2	broad	Chromatin / transcription
A6NFF2	broad	Poorly characterized / specialized
A6NFH5	broad	Other / unclassified
A6NFI3	broad	Chromatin / transcription
A6NFK2	broad	Other / unclassified
A6NFN3	broad	RNA-binding / RNP
A6NFN9	broad	Proteostasis / ubiquitin / chaperone
A6NFQ2	broad	Membrane / receptor / extracellular
A6NFQ7	broad	Chromatin / transcription
A6NFR6	broad	Other / unclassified
A6NFU0	broad	Other / unclassified
A6NFU8	broad	Other / unclassified
A6NFX1	broad	Membrane / receptor / extracellular
A6NFY4	broad	Membrane / receptor / extracellular
A6NFY7	broad	Mitochondrial / metabolism
A6NFZ4	broad	Other / unclassified
A6NG13	broad	Membrane / receptor / extracellular
A6NG13	broad	Signaling / enzymes
A6NGA9	broad	Membrane / receptor / extracellular
A6NGB0	broad	Membrane / receptor / extracellular
A6NGB7	broad	Membrane / receptor / extracellular
A6NGB9	broad	Cytoplasmic / trafficking / cytoskeleton
A6NGC4	broad	Other / unclassified
A6NGD5	broad	Chromatin / transcription
A6NGD5	broad	Poorly characterized / specialized
A6NGE4	broad	Other / unclassified
A6NGE7	broad	DNA repair / genome maintenance
A6NGE7	broad	Poorly characterized / specialized
A6NGG3	broad	Poorly characterized / specialized
A6NGG8	broad	Cytoplasmic / trafficking / cytoskeleton
A6NGG8	broad	Membrane / receptor / extracellular
A6NGG8	broad	Poorly characterized / specialized
A6NGH8	broad	Other / unclassified
A6NGJ6	broad	Other / unclassified
A6NGK3	broad	Poorly characterized / specialized
A6NGN4	broad	RNA-binding / RNP
A6NGN9	broad	Other / unclassified
A6NGQ2	broad	Other / unclassified
A6NGR9	broad	RNA-binding / RNP
A6NGS2	broad	Other / unclassified
A6NGU5	broad	Poorly characterized / specialized
A6NGU5	broad	Signaling / enzymes
A6NGU7	broad	Poorly characterized / specialized
A6NGW2	broad	Poorly characterized / specialized
A6NGY1	broad	Other / unclassified
A6NGY3	broad	Poorly characterized / specialized
A6NGY5	broad	Membrane / receptor / extracellular
A6NGZ8	broad	Membrane / receptor / extracellular
A6NH00	broad	Membrane / receptor / extracellular
A6NH11	broad	Mitochondrial / metabolism
A6NH13	broad	Poorly characterized / specialized
A6NH21	broad	Other / unclassified
A6NH52	broad	Cytoplasmic / trafficking / cytoskeleton
A6NH52	broad	Membrane / receptor / extracellular
A6NH57	broad	Poorly characterized / specialized
A6NHA9	broad	Membrane / receptor / extracellular
A6NHG4	broad	Poorly characterized / specialized
A6NHG9	broad	Membrane / receptor / extracellular
A6NHJ4	broad	Chromatin / transcription
A6NHL2	broad	Other / unclassified
A6NHM9	broad	Poorly characterized / specialized
A6NHN0	broad	Other / unclassified
A6NHN6	broad	Nuclear scaffold / pore / lamina
A6NHN6	broad	Cytoplasmic / trafficking / cytoskeleton
A6NHP3	broad	Other / unclassified
A6NHQ2	broad	Chromatin / transcription
A6NHQ2	broad	Signaling / enzymes
A6NHQ4	broad	Poorly characterized / specialized
A6NHR8	broad	Poorly characterized / specialized
A6NHR9	broad	RNA-binding / RNP
A6NHR9	broad	DNA repair / genome maintenance
A6NHR9	broad	Translation / ribosome / biogenesis
A6NHR9	broad	Proteostasis / ubiquitin / chaperone
A6NHR9	broad	Signaling / enzymes
A6NHS1	broad	Poorly characterized / specialized
A6NHS7	broad	Other / unclassified
A6NHT5	broad	Chromatin / transcription
A6NHX0	broad	Other / unclassified
A6NHY2	broad	Other / unclassified
A6NHZ5	broad	Other / unclassified
A6NI03	broad	Other / unclassified
A6NI15	broad	Other / unclassified
A6NI28	broad	Signaling / enzymes
A6NI47	broad	RNA-binding / RNP
A6NI47	broad	Poorly characterized / specialized
A6NI61	broad	Cytoplasmic / trafficking / cytoskeleton
A6NI61	broad	Membrane / receptor / extracellular
A6NI72	broad	Poorly characterized / specialized
A6NI73	broad	Membrane / receptor / extracellular
A6NI86	broad	Cytoplasmic / trafficking / cytoskeleton
A6NI87	broad	Other / unclassified
A6NIE6	broad	Chromatin / transcription
A6NIE6	broad	Poorly characterized / specialized
A6NIE9	broad	Poorly characterized / specialized
A6NIE9	broad	Signaling / enzymes
A6NIH7	broad	Other / unclassified
A6NIJ5	broad	Other / unclassified
A6NIJ9	broad	Membrane / receptor / extracellular
A6NIK2	broad	Other / unclassified
A6NIM6	broad	Other / unclassified
A6NIN4	broad	Other / unclassified
A6NIR3	broad	Signaling / enzymes
A6NIU2	broad	Poorly characterized / specialized
A6NIV6	broad	Other / unclassified
A6NIX2	broad	Chromatin / transcription
A6NIX2	broad	Cytoplasmic / trafficking / cytoskeleton
A6NIY4	broad	Other / unclassified
A6NIZ1	broad	Other / unclassified
A6NJ08	broad	Other / unclassified
A6NJ46	broad	Chromatin / transcription
A6NJ64	broad	Nuclear scaffold / pore / lamina
A6NJ64	broad	Cytoplasmic / trafficking / cytoskeleton
A6NJ69	broad	Other / unclassified
A6NJ78	broad	Chromatin / transcription
A6NJ78	broad	Translation / ribosome / biogenesis
A6NJ78	broad	Signaling / enzymes
A6NJ88	broad	Poorly characterized / specialized
A6NJB7	broad	Other / unclassified
A6NJG2	broad	RNA-binding / RNP
A6NJG6	broad	Chromatin / transcription
A6NJI1	broad	Poorly characterized / specialized
A6NJI9	broad	Other / unclassified
A6NJJ6	broad	Poorly characterized / specialized
A6NJL1	broad	Chromatin / transcription
A6NJQ4	broad	Other / unclassified
A6NJR5	broad	Poorly characterized / specialized
A6NJT0	broad	Chromatin / transcription
A6NJU9	broad	Nuclear scaffold / pore / lamina
A6NJU9	broad	Cytoplasmic / trafficking / cytoskeleton
A6NJV1	broad	Cytoplasmic / trafficking / cytoskeleton
A6NJW4	broad	Other / unclassified
A6NJW9	broad	Membrane / receptor / extracellular
A6NJW9	broad	Poorly characterized / specialized
A6NJY1	broad	Poorly characterized / specialized
A6NJY4	broad	Membrane / receptor / extracellular
A6NJZ3	broad	Membrane / receptor / extracellular
A6NJZ7	broad	Membrane / receptor / extracellular
A6NK02	broad	Other / unclassified
A6NK06	broad	Other / unclassified
A6NK44	broad	Other / unclassified
